index	audio	video	response
97	0_00097.wav	0_00097.mp4	국민건강보험공단의 건강검진 검사는 문진과 신체계측,흉부방사선 촬영,혈역,요검사,비형간염,골밀도,인지기능장애,생활습관평가,정신건강검사,노인신체기능검사,구강검진을 합니다
98	0_00098.wav	0_00098.mp4	국민건강보험공단의 건강검진 비용은 무료로, 전액 공단에서 부담하고 있습니다
99	0_00099.wav	0_00099.mp4	청소년증은 만 구세부터 만 십팔세까지 발급받을 수 있습니다
100	0_00100.wav	0_00100.mp4	청소년증은 공적 신분증의 기능이 있습니다
101	0_00101.wav	0_00101.mp4	청소년증에 충전식으로 사용할 수 있는 교통카드 기능이 있습니다
102	0_00102.wav	0_00102.mp4	청소년증 사용시 교보문고 매장 방문 구매시 십 퍼센트의 할인을 받을 수 있습니다
103	0_00103.wav	0_00103.mp4	청소년증은 가까운 주민센터에서 신청하실 수 있습니다
104	0_00104.wav	0_00104.mp4	만 십오세 이상이고, 사진이 붙은 학생증을 소지하면 본인이 직접 주민등록등본을 발급받을 수 있습니다
105	0_00105.wav	0_00105.mp4	주민등록등본은 한통에 사백원입니다
106	0_00106.wav	0_00106.mp4	중고차를 사서 직접 명의이전 가능합니다
107	0_00107.wav	0_00107.mp4	중고차 명의이전할 때 신분증,자동차 등록증,자동차 보험 가입증,자동차 이전등록 신청서가 필요하고, 인감도장을 찍어야 합니다
108	0_00108.wav	0_00108.mp4	양도자로 부터 이륜자동차 사용폐지 증명서와 자동차 양도증명서, 양도자 신분증사본을 받고, 서류, 본인신분증,오토바이보험가입 증명서를 준비하여 차량등록소에 방문하시면 됩니다.
109	0_00109.wav	0_00109.mp4	오토바이 말소는 차량등록사업소에서 합니다
110	0_00110.wav	0_00110.mp4	오토바이 말소를 위해서는 본인신분증, 오토바이등록증, 이륜자동차 사용폐신고서, 오토바이번호판을 준비해 가시면 됩니다
111	0_00111.wav	0_00111.mp4	이륜자동차 사용폐신고서는 차량등록사업소에 비치되어있습니다
112	0_00112.wav	0_00112.mp4	오토바이 양도시에는 이륜자동차 양도증명서,이륜자동차 사용페지증명서,본인 신분증 사본을 준비하시면 됩니다
113	0_00113.wav	0_00113.mp4	지방세 환급금 신청은 이티에이엑스 홈페이지에 접속하여 환급금 조회하시고 신청 접수를 하시면 됩니다
114	0_00114.wav	0_00114.mp4	지방세 환급금을 사회복지공동모금회에 본인 명의로 기부가 가능합니다
115	0_00115.wav	0_00115.mp4	정부 이십사 홈페이지에서 온라인으로 고등학교 졸업증명서 신청이 가능합니다
116	0_00116.wav	0_00116.mp4	고등학교 졸업증명서를 발급 신청은 온라인으로 정부 이십사 홈페이지에서 가능합니다
117	0_00117.wav	0_00117.mp4	정부 이십사 홈페이지에서 검색창에 고등학교 졸업증명서라고 입력하시면 됩니다.
118	0_00118.wav	0_00118.mp4	고등학교 졸업증명서 발급 수수료는 없습니다
119	0_00119.wav	0_00119.mp4	뚝섬 한강공원 주차장 월 정기권은 오만원입니다
120	0_00120.wav	0_00120.mp4	차량에 고지서 부착하거나 고지서 송달하여 주차요금을 청구하고 있습니다
121	0_00121.wav	0_00121.mp4	민방위 일년차 교육은 집합교육 한시간과 실전훈련 세시간을 합니다
122	0_00122.wav	0_00122.mp4	민방위 이년차에서 사년차의 교육 과정은 집합교육 또는 참여형교육 또는민방위의 날 훈련을 참여하고 실전훈련을 합니다
123	0_00123.wav	0_00123.mp4	사이버 민방위 비상소집훈련은 강남구,강북구,강서구,광진구,노원구,도봉구,동대문구,동작구,서초구,성동구,송파구,은평구,중량구에서 실행합니다
124	0_00124.wav	0_00124.mp4	출생신고는 가까운 구청이나 주소지 동주민센터에서 하실 수 있습니다
125	0_00125.wav	0_00125.mp4	출생신고시 부모가 출생 신고를 하실 경우 출생신고서 원본 한부,출생증명서 원본 한부,신분증원본이 필요합니다
126	0_00126.wav	0_00126.mp4	대리인이 출생신고를 하려면 출생신고서 원본 한부,출생증명서원본 한부, 부 또는 모의 신분증 사본 및 도장,대리인 신분증이 필요합니다
127	0_00127.wav	0_00127.mp4	혼인 당사자의 각각의 신분증과 혼인신고서, 배우자의 나라 혼인증명서 원본이 필요합니다
128	0_00128.wav	0_00128.mp4	긴급고용안정 지원금은 보험설계사,학습지 교사,택배기사,대리운전기사등 열네개 직종이 있습니다
129	0_00129.wav	0_00129.mp4	긴급고용안정 지원금을 신청하려면 신분증,통장사본,증빙서류를 지참하시면 됩니다
130	0_00130.wav	0_00130.mp4	외식업체 육성자금 지원 대상자는 독립음식점을 운영하거나 프랜차이즈,집단급식소에서 음식을 조리하여 제공하는 단체급식사업자가 해당이 됩니다
131	0_00131.wav	0_00131.mp4	외식업체 시설자금 융자는 매장신축, 인테리어공사, 비품구입등으로 쓸수 있습니다
132	0_00132.wav	0_00132.mp4	개인자업자 등록일로 부터 칠년 미만이면서 만 사십세 미만의 청년창업 외식 업체는 금리 일퍼센트 인하를 해줍니다
133	0_00133.wav	0_00133.mp4	외식업체 시설자금은 온라인 신청은 안되고, 한국 농수산식품유통공사 지역본부에서 신청하시면 됩니다
134	0_00134.wav	0_00134.mp4	정부에서 폐업 소상공인 점포철거비 및 원상복구지원을 하고 있습니다
135	0_00135.wav	0_00135.mp4	자가 소유건물에서 운영하거나 사전진단일 기준으로 이미 철거및 원상복구가 완료된 경우 그리고 사업자 이전,지원제외업종등은 해당하지 않습니다
136	0_00136.wav	0_00136.mp4	폐업 소상공인 점포철거비 및 원상복구 지원은 소상공인시장진흥공단 희망리턴패키지 시스템에서 신청이 가능합니다
137	0_00137.wav	0_00137.mp4	점포철거비 신청서,개인정보 수집이용 제공동의서,사업자등록증이나 폐업사실증명원등이 필요합니다
138	0_00138.wav	0_00138.mp4	이천 이십년 삼월 십구일 부터 노선버스의 고속도로 통행료를 면제해주고 있습니다
139	0_00139.wav	0_00139.mp4	코로나일구 관련 직,간접 수출입 피해기업이나 여행,운송,숙박등 피해가 우려되는 경기민감업종 기업,그외 코로나로 인한 피해가 우려되어 지원 타당성이 인정되는 기업입니다
140	0_00140.wav	0_00140.mp4	보증료율 차감과 보증비율 확대,보증심사 완화등을 지원받을 수 있습니다
141	0_00141.wav	0_00141.mp4	힘내라 대한민국 특별운영자금은 코로나로 피해를 입은 중소,중견기업이 융자받을 수 있도록 지원하고 있습니다
142	0_00142.wav	0_00142.mp4	중소활력 보강프로그램은 수출 기업및 수출용 원자재 수입기업과 주력산업부문 영위중소기업,경영 애로를 겪는 중소기업이 지원을 받을 수 있습니다
143	0_00143.wav	0_00143.mp4	운영자금 지원과 긴급 경영자금지원,수출실적 기반자금,무등급 수출기업지원,수출입 해외진출 보증이 있습니다
144	0_00144.wav	0_00144.mp4	운영자금지원은 수출입,해외진출 기업에게 중소기업은 영점 오퍼센트,중견기업은 영점 삼퍼센트 정도 금리 우대를 해주는 겁니다
145	0_00145.wav	0_00145.mp4	수출실적 기반자금은 기업별로 과거 수출실적의 팔십 퍼센트를 지원해주는 제도입니다.
146	0_00146.wav	0_00146.mp4	아동돌봄 쿠폰 제도는 학교나 어린이집 휴원등로 인해 학부모의 부담을 줄여주기 위해 만들어진 제도입니다
147	0_00147.wav	0_00147.mp4	청년 구직활동 지원금은 가족원 수 모두의 소득 기준이 기준중위 소득 백이십 퍼센트 이하여야 합니다
148	0_00148.wav	0_00148.mp4	학원휴원지원금의 지원금은 시설당 현금 백만원을 지급하고 있습니다
149	0_00149.wav	0_00149.mp4	학원휴원지원금 신청에는 신청서,교육청발행휴원확인서,사업자등록증사본,코로나일구 휴원 지원금 신청서가 필요합니다
150	0_00150.wav	0_00150.mp4	학원휴원지원금은 주민자치국 교육지원과로 접수하시면 됩니다
151	0_00151.wav	0_00151.mp4	서울형 골목상권 일일구 긴급자금은 연매출 이억 이하 육개월 이상의 소상공인을 대상으로 이천만원을 변동금리 일점 일이퍼센트로 지원해주는 정책입니다.
152	0_00152.wav	0_00152.mp4	청년특별구직 지원금은 온라인 청년센터 홈페이지를 통해 회원가입후 구직회원으로 전환하여 신청하면 일인당 오십만원을 지원받을 수 있습니다
153	0_00153.wav	0_00153.mp4	서울시 본청과 산하 사업소, 시의회, 소방재난본부, 동주민센터 등에서 민원안내, 행정업무보조 등이 있습니다.
154	0_00154.wav	0_00154.mp4	겨울 방학 대학생 아르바이트는 공무원 수행 업무를 현장에서 경험할수 있습니다.
155	0_00155.wav	0_00155.mp4	서울시가 운영하는 온 서울 세이프 로 신고, 상담, 피해 ,구제까지 실질직인 도움을 드립니다.
156	0_00156.wav	0_00156.mp4	온 서울 세이프 주소는 더블유더블유더블유 점 오엔이 에스이오유일 에스에이에프이 점 케이알 입니다
157	0_00157.wav	0_00157.mp4	온 서울 세이프 카카오톡 오픈 채팅을 운영하고 있고, 오픈 채팅 카테고리에서 오픈 채팅을 검색 하신 다음 도담별을 검색하고 일대일 채팅을 클릭한 다음 익명이 보장되는 일대일 채팅 참여하기를 하시면 됩니다.
158	0_00158.wav	0_00158.mp4	그루밍 성범죄는 호감을 얻으며 상대방에게 접근해 자신을 믿게 만들고 심리를 지배한 뒤 성폭력을 가하는 행위입니다.
159	0_00159.wav	0_00159.mp4	대학수학능력시험일에 장애인콜택시에 등록된 일, 이급 지체장애인및 보행상 장애가 있는 장애인 수험생에게 우선적으로 배치합니다
160	0_00160.wav	0_00160.mp4	이천 팔년부터 시작한 장애수험생 우선배차 서비스입니다. 
161	0_00161.wav	0_00161.mp4	서울시 장애인 콜택시는 특장차량육백 이십대 ,서울장애인 버스두대, 개인택시 오십대로 총 육백 칠십이대 운영중입니다.
162	0_00162.wav	0_00162.mp4	이러한 걱정이 없도록 내 위치를 한강에서도 쉽게 검색하고 지인에게 공유할수 있는 어디야 한강 이라는 모바일 앱 서비스가 개시 됩니다.
163	0_00163.wav	0_00163.mp4	어디야 한강 앱은 위치 공유, 상황대처 시스템. 주변시설, 공원행사가 카테고리로 구성되어 있습니다.
164	0_00164.wav	0_00164.mp4	어디야 한강 앱은 한강다리와 자전거 도로를 기준으로 한 현재 내 위치가 앱을 통해 인식되어 지도에 표시됩니다.
165	0_00165.wav	0_00165.mp4	상황대처 시스템은 문자신고와 일일구가 뜨고 둘중 하나를 선택해 누르면 바로 신고 할수 있습니다.
166	0_00166.wav	0_00166.mp4	예 가까운 화장실, 편의점, 자전거 대여소 등 한강공원의 편의시설 위치를 확인할 수 있습니다.
167	0_00167.wav	0_00167.mp4	우리나라 최초의 기상역사박물관은 천구백 삼십이년 서울시 종로에 서울기상 관측소가 처음으로 문을 열었습니다.
168	0_00168.wav	0_00168.mp4	서울기상 관측소에서는 오늘날까지도 서울의 날씨를 측정하고 있습니다
169	0_00169.wav	0_00169.mp4	예 지난 십월 삼십일 우리나라의 기상 역사를 소개하는 국립기상 박물관으로 새롭게 되었습니다. 이천 십칠년 세계기상기구에 의해 백년 관측소 중 하나라 선정되었습니다.
170	0_00170.wav	0_00170.mp4	예 서울 기상관측소는 등록문화재 제 오백팔십오호인 서울기상 관측소 건물이고 지금은 건립 당시의 모습으로 복원하였습니다.
171	0_00171.wav	0_00171.mp4	서울기상 관측소는 이층에 걸쳐 일곱개의 전시실로 구성되어져 있고 현재 제 일부터 사전시실까지 운영되고 있습니다.
172	0_00172.wav	0_00172.mp4	북서울 꿈의 숲 음악소풍 뮤직테라피는 코로나일구로 지친 시민들과 수험생들을 위해 북서울꿈의 숲에서 특별히 준비한 것입니다.
173	0_00173.wav	0_00173.mp4	남산 한양도성 유적은 지난 백여 년 동안 땅 속에 멸실된줄 알았던 남산회현자락의 한양도성이 유적인데 발굴 상태 그대로 보존 정비해 조성 완료 된 유적이 공개되었습니다.
174	0_00174.wav	0_00174.mp4	남산 한양도성 유적은 조선시대 한양도성 축성의 역사부터 일제 강점기 훼손의 수난, 해방이후 도시화, 최근의 발굴 및 정비 과정까지 수백년에 걸친 역사의 층위를 압축적으로 보여줍니다.
175	0_00175.wav	0_00175.mp4	이천 구년부터 남산의 역사성과 자연서 회복을 위한 남산 회현자락 정비사업을 세단계로 나눠 추진해왔습니다
176	0_00176.wav	0_00176.mp4	서울 국제 트래블 마트는 코로나시대 관광수요를 선제적으로 창출하기 위한 국내 최대 규모의 관광 비즈니스로 열리는 것입니다.
177	0_00177.wav	0_00177.mp4	국제 트래블 마트의 홈페이지 주소는 더블유더블유더블유 점 에스아이티엠 점 오알 점 케이알 입니다.
178	0_00178.wav	0_00178.mp4	서울사람책도서관 플랫폼 제안은 서울시에서 사회적, 문화적 고립으로 인한 시민들의 갈증해소의 대안으로 서울 사람책 도서관 이라는 온라인 시범 서비스를 선보였습니다.
